feedback_id,order_id,seller_id,ratings,feedback_date
F1371,Or3380,S171,2,2024-05-07 06:59:01
F1372,Or4748,S629,2,2024-12-02 06:12:49
F1373,Or8068,S954,5,2022-03-27 04:20:11
F1374,Or4692,S444,4,2021-01-09 09:49:28
F1375,Or1609,S450,3,2022-09-09 10:43:17
F1376,Or9667,S373,2,2025-04-21 03:45:54
F1377,Or8182,S110,5,2024-07-04 02:06:09
F1378,Or7334,S420,1,2023-11-03 20:47:06
F1379,Or3503,S161,4,2023-11-19 12:46:14
F1380,Or8539,S179,4,2023-02-27 06:46:07
F1381,Or5070,S9,5,2022-07-26 16:12:30
F1382,Or8564,S364,5,2020-07-18 06:30:13
F1383,Or5858,S461,2,2024-05-05 06:58:30
F1384,Or3969,S165,4,2021-07-03 12:50:20
F1385,Or2862,S892,4,2024-09-22 15:27:41
F1386,Or5244,S521,1,2021-07-12 21:49:08
F1387,Or4193,S493,1,2022-10-16 18:21:27
F1388,Or2654,S315,3,2022-11-06 20:06:21
F1389,Or7131,S181,3,2024-01-29 20:19:39
F1390,Or9156,S646,4,2021-07-12 18:07:26
F1391,Or5173,S215,1,2024-10-21 05:54:29
F1392,Or6424,S408,2,2024-08-26 09:15:04
F1393,Or927,S89,5,2024-10-23 00:19:15
F1394,Or9849,S940,3,2022-08-23 23:31:50
F1395,Or5510,S348,4,2023-08-23 06:07:34
F1396,Or523,S900,3,2020-10-22 14:58:54
F1397,Or4268,S576,3,2022-07-16 01:15:46
F1398,Or3547,S409,4,2024-06-23 22:08:26
F1399,Or6054,S406,2,2020-11-20 03:36:01
F1400,Or1492,S710,3,2020-08-07 01:58:42
F1401,Or3673,S1000,5,2025-02-22 08:27:31
F1402,Or4441,S121,2,2022-03-22 12:09:25
F1403,Or9671,S773,4,2024-12-11 11:42:20
F1404,Or668,S861,1,2025-05-01 04:54:24
F1405,Or2969,S369,1,2023-04-03 21:05:26
F1406,Or2295,S954,3,2024-06-02 09:33:25
F1407,Or3913,S353,1,2023-08-11 15:38:57
F1408,Or7550,S817,4,2024-12-01 15:02:07
F1409,Or3346,S8,3,2020-06-25 02:49:06
F1410,Or9616,S656,3,2021-09-25 19:21:53
F1411,Or4885,S594,3,2022-02-04 14:31:26
F1412,Or1665,S710,1,2023-08-20 10:04:25
F1413,Or7696,S689,2,2024-08-16 19:50:53
F1414,Or7856,S494,3,2025-02-11 13:26:59
F1415,Or4445,S117,3,2021-01-17 01:14:49
F1416,Or5746,S696,3,2023-07-05 21:54:36
F1417,Or59,S841,4,2020-08-02 15:54:17
F1418,Or8705,S685,2,2021-03-23 12:14:58
F1419,Or6081,S530,1,2025-04-29 21:08:47
F1420,Or8257,S930,2,2022-11-10 22:57:23
F1421,Or9339,S846,3,2022-03-06 22:00:04
F1422,Or1337,S597,2,2020-08-30 11:52:10
F1423,Or1384,S269,3,2021-06-17 22:36:07
F1424,Or2820,S386,4,2022-01-24 04:20:35
F1425,Or7181,S46,2,2022-08-27 06:37:51
F1426,Or9841,S173,2,2025-03-13 06:06:40
F1427,Or5929,S813,1,2024-07-20 15:53:56
F1428,Or5127,S220,2,2023-12-29 17:48:50
F1429,Or9433,S518,2,2024-02-04 00:36:36
F1430,Or5887,S235,3,2023-10-25 04:09:55
F1431,Or1045,S72,2,2021-07-15 13:45:09
F1432,Or394,S278,3,2023-12-24 20:51:05
F1433,Or8348,S157,5,2021-10-01 01:14:44
F1434,Or4034,S308,1,2025-04-23 14:30:27
F1435,Or4167,S188,4,2021-03-19 21:22:53
F1436,Or976,S745,1,2024-06-06 01:35:37
F1437,Or4198,S27,4,2024-12-12 06:20:51
F1438,Or9294,S718,1,2021-09-13 01:52:46
F1439,Or2320,S484,2,2025-01-03 08:18:44
F1440,Or2671,S741,4,2023-04-06 10:27:56
F1441,Or5713,S364,5,2024-05-23 00:05:35
F1442,Or1348,S526,5,2021-07-21 08:02:09
F1443,Or1226,S951,2,2022-08-17 15:32:47
F1444,Or5743,S760,2,2021-09-15 15:17:29
F1445,Or5045,S920,1,2025-05-05 18:12:23
F1446,Or355,S333,4,2022-05-28 03:26:25
F1447,Or7030,S171,1,2021-10-07 12:03:50
F1448,Or6423,S620,5,2022-11-18 06:19:13
F1449,Or5206,S984,2,2023-10-30 12:03:08
F1450,Or7901,S942,1,2023-07-26 01:15:01
F1451,Or1074,S931,1,2024-06-15 19:51:58
F1452,Or164,S424,4,2021-11-02 01:50:05
F1453,Or1088,S984,4,2022-07-06 02:30:41
F1454,Or7585,S286,1,2023-02-04 22:35:10
F1455,Or1961,S485,4,2020-11-03 23:34:56
F1456,Or8684,S506,4,2021-02-27 06:16:06
F1457,Or2183,S866,5,2021-05-21 02:40:14
F1458,Or4390,S515,5,2023-11-27 22:24:08
F1459,Or1195,S730,1,2025-02-11 09:08:06
F1460,Or7279,S936,5,2025-06-03 21:49:46
F1461,Or369,S999,3,2023-06-15 12:37:38
F1462,Or9551,S94,5,2023-07-02 10:52:53
F1463,Or1185,S193,4,2022-01-27 10:20:32
F1464,Or8564,S902,3,2020-11-08 17:42:26
F1465,Or2509,S173,4,2023-02-21 16:47:19
F1466,Or1574,S399,5,2022-04-24 14:03:22
F1467,Or8675,S919,2,2023-01-19 20:34:00
F1468,Or2291,S172,5,2020-10-11 11:12:39
F1469,Or5872,S903,1,2024-06-06 22:43:53
F1470,Or4591,S318,1,2024-12-09 01:21:50
F1471,Or808,S259,2,2025-04-15 00:21:46
F1472,Or4604,S158,4,2022-07-24 06:09:11
F1473,Or648,S760,1,2021-09-07 06:18:27
F1474,Or8404,S126,3,2022-08-28 17:14:02
F1475,Or8861,S968,5,2023-09-29 19:18:23
F1476,Or4613,S999,1,2023-01-31 22:35:30
F1477,Or9192,S365,3,2024-02-17 19:49:40
F1478,Or955,S592,4,2022-05-16 12:30:20
F1479,Or3591,S449,3,2025-02-08 07:01:05
F1480,Or7954,S812,4,2024-05-13 12:16:43
F1481,Or4282,S604,5,2023-06-30 09:13:28
F1482,Or579,S198,4,2021-05-10 05:49:15
F1483,Or8517,S279,3,2021-01-08 00:49:37
F1484,Or1907,S754,3,2020-08-24 07:18:09
F1485,Or1088,S983,3,2020-12-23 11:26:00
F1486,Or885,S585,4,2022-10-24 15:31:23
F1487,Or1668,S53,1,2021-09-01 00:04:06
F1488,Or935,S185,5,2021-04-07 11:04:53
F1489,Or7937,S884,4,2022-03-05 05:45:30
F1490,Or7781,S775,1,2024-12-26 19:48:14
F1491,Or8186,S86,3,2020-06-18 05:04:24
F1492,Or7894,S41,3,2023-04-09 11:23:19
F1493,Or3575,S690,2,2024-03-28 14:42:29
F1494,Or1460,S248,5,2020-06-24 16:41:01
F1495,Or9154,S591,1,2023-06-10 17:23:01
F1496,Or6429,S440,2,2023-02-11 15:03:40
F1497,Or6800,S594,4,2021-02-07 16:10:13
F1498,Or8663,S870,2,2024-02-05 08:53:11
F1499,Or809,S583,2,2025-03-28 16:26:25
F1500,Or7631,S839,5,2022-11-11 08:30:11
F1501,Or7260,S472,4,2020-11-09 15:30:05
F1502,Or514,S188,1,2020-11-25 10:40:08
F1503,Or7818,S43,5,2025-05-20 21:08:15
F1504,Or7083,S429,3,2021-11-12 11:42:31
F1505,Or9914,S578,4,2025-04-16 07:19:06
F1506,Or9336,S464,1,2020-06-24 08:46:38
F1507,Or4847,S784,1,2022-08-05 19:13:33
F1508,Or5346,S21,2,2023-05-19 17:22:38
F1509,Or5411,S596,2,2020-08-10 02:15:33
F1510,Or6346,S437,1,2023-02-26 07:23:34
F1511,Or9603,S471,2,2021-11-02 08:30:50
F1512,Or4521,S562,3,2021-11-09 23:19:43
F1513,Or3381,S624,1,2020-09-14 16:20:24
F1514,Or7231,S632,4,2023-06-29 04:21:31
F1515,Or7109,S997,4,2023-10-22 04:54:37
F1516,Or1224,S786,3,2024-06-04 23:29:26
F1517,Or494,S347,4,2022-11-10 04:46:39
F1518,Or4164,S973,5,2022-08-22 09:31:53
F1519,Or8007,S109,4,2021-07-06 14:13:13
F1520,Or2547,S984,2,2021-07-28 22:48:25
F1521,Or1844,S345,4,2021-03-27 14:20:47
F1522,Or5067,S136,3,2021-06-22 04:25:58
F1523,Or9231,S365,4,2020-07-04 20:03:11
F1524,Or4520,S375,2,2023-08-06 20:45:52
F1525,Or7684,S261,4,2022-08-05 07:47:18
F1526,Or1240,S609,2,2025-05-03 09:05:48
F1527,Or9471,S861,4,2024-04-09 02:01:44
F1528,Or5452,S1000,3,2023-05-07 15:15:37
F1529,Or5058,S464,3,2022-02-28 19:33:25
F1530,Or345,S250,3,2025-02-26 03:04:42
F1531,Or4073,S81,1,2022-12-12 04:19:40
F1532,Or8536,S934,5,2023-02-26 22:57:04
F1533,Or751,S504,1,2022-11-28 08:48:10
F1534,Or761,S592,2,2023-04-10 23:30:55
F1535,Or7841,S534,2,2023-06-21 08:42:00
F1536,Or2824,S755,5,2020-10-22 14:34:01
F1537,Or3569,S466,1,2023-02-23 06:12:09
F1538,Or1081,S678,2,2021-09-09 04:13:54
F1539,Or2885,S377,1,2024-02-25 21:08:25
F1540,Or5309,S645,5,2020-07-24 12:05:33
F1541,Or234,S231,3,2024-05-25 01:29:54
F1542,Or3180,S50,3,2023-07-26 13:38:32
F1543,Or4982,S37,4,2024-02-17 09:44:45
F1544,Or786,S811,4,2024-07-04 09:16:21
F1545,Or9053,S715,2,2022-08-23 16:57:48
F1546,Or7196,S988,2,2021-12-19 05:41:02
F1547,Or8820,S461,2,2021-04-19 14:21:34
F1548,Or5263,S189,3,2024-03-23 17:22:15
F1549,Or6095,S888,3,2024-11-08 13:20:54
F1550,Or7235,S356,2,2024-07-03 14:17:50
F1551,Or5551,S387,1,2022-02-13 12:18:32
F1552,Or9948,S319,3,2021-09-12 15:34:06
F1553,Or7458,S32,3,2021-03-17 02:19:51
F1554,Or395,S158,1,2021-02-18 12:17:25
F1555,Or5837,S309,1,2021-12-01 06:47:39
F1556,Or1945,S173,4,2020-09-03 17:00:48
F1557,Or2913,S111,4,2024-12-29 19:12:06
F1558,Or9298,S63,5,2023-10-30 19:45:33
F1559,Or5212,S718,4,2024-07-06 08:03:53
F1560,Or9796,S737,1,2022-12-04 21:25:08
F1561,Or155,S50,3,2025-02-06 10:17:11
F1562,Or6302,S759,3,2023-08-04 20:13:54
F1563,Or5275,S656,2,2023-09-12 08:05:08
F1564,Or8610,S17,5,2024-10-28 17:56:15
F1565,Or8056,S484,1,2023-03-16 09:52:23
F1566,Or1405,S477,3,2023-05-31 11:14:57
F1567,Or2223,S304,4,2023-01-31 18:39:31
F1568,Or2602,S382,1,2024-11-09 01:28:09
F1569,Or1021,S34,2,2023-07-31 13:47:18
F1570,Or8881,S913,3,2023-06-12 18:32:01
F1571,Or7103,S637,4,2024-11-03 09:59:18
F1572,Or4860,S195,2,2023-04-03 02:55:10
F1573,Or9894,S751,3,2022-09-05 04:17:55
F1574,Or4171,S595,2,2024-11-23 12:20:45
F1575,Or8362,S743,5,2022-10-24 23:01:14
F1576,Or7577,S33,5,2023-09-01 03:32:58
F1577,Or4857,S519,5,2022-12-26 06:26:57
F1578,Or6026,S362,1,2021-11-09 20:20:47
F1579,Or3468,S603,4,2023-12-20 12:46:11
F1580,Or2166,S678,2,2021-06-02 09:38:31
F1581,Or1739,S798,5,2024-07-28 22:23:24
F1582,Or4109,S265,3,2021-06-12 16:03:51
F1583,Or9249,S658,5,2021-01-03 05:13:40
F1584,Or5230,S829,5,2023-02-10 20:47:01
F1585,Or192,S216,1,2022-07-05 10:44:44
F1586,Or2595,S671,5,2025-05-12 12:45:49
F1587,Or5414,S851,2,2022-07-12 03:33:43
F1588,Or185,S712,3,2022-08-07 23:15:27
F1589,Or5776,S224,3,2023-08-27 06:02:49
F1590,Or381,S337,5,2023-02-24 21:51:13
F1591,Or2103,S407,2,2020-11-24 12:41:03
F1592,Or7376,S836,5,2020-06-09 23:12:41
F1593,Or5484,S94,4,2022-04-21 23:54:10
F1594,Or296,S943,5,2023-01-13 07:08:24
F1595,Or511,S977,2,2021-02-07 06:27:19
F1596,Or5517,S248,5,2023-06-21 16:52:32
F1597,Or2282,S216,2,2022-10-10 23:06:19
F1598,Or7877,S740,5,2023-09-09 06:15:35
F1599,Or4483,S686,4,2024-05-13 22:35:14
F1600,Or2695,S2,2,2020-09-13 05:35:52
F1601,Or884,S821,4,2025-01-02 18:40:06
F1602,Or9315,S574,1,2021-06-22 10:29:05
F1603,Or6348,S248,1,2023-09-23 20:19:40
F1604,Or6049,S538,4,2020-06-26 14:56:13
F1605,Or7392,S123,4,2023-04-03 01:40:53
F1606,Or1160,S645,2,2023-02-14 03:44:13
F1607,Or8889,S728,5,2022-08-18 18:46:56
F1608,Or2640,S1,4,2020-06-29 20:23:01
F1609,Or7873,S705,4,2023-07-11 01:00:10
F1610,Or1242,S751,3,2025-02-11 11:03:18
F1611,Or6932,S356,1,2024-01-06 22:27:18
F1612,Or3581,S878,1,2025-04-06 06:25:47
F1613,Or2463,S749,3,2021-01-18 15:35:46
F1614,Or4316,S225,3,2021-07-22 15:40:20
F1615,Or1314,S759,4,2024-04-23 17:21:30
F1616,Or5547,S449,2,2025-05-19 02:35:10
F1617,Or239,S759,4,2022-01-24 03:55:54
F1618,Or5923,S372,5,2024-12-03 09:32:13
F1619,Or5537,S793,3,2022-06-24 17:51:41
F1620,Or2628,S483,1,2021-05-05 19:23:35
F1621,Or1841,S820,2,2020-11-07 04:02:50
F1622,Or9959,S761,2,2023-06-18 07:07:19
F1623,Or4422,S461,4,2020-11-22 06:11:42
F1624,Or2944,S870,2,2021-03-07 07:32:51
F1625,Or4512,S124,3,2025-04-18 18:31:35
F1626,Or1780,S943,2,2020-08-07 04:29:49
F1627,Or1396,S727,3,2022-08-14 03:32:35
F1628,Or7003,S865,4,2023-06-13 01:00:28
F1629,Or5436,S446,2,2024-02-12 14:39:41
F1630,Or4114,S538,5,2021-06-20 11:53:15
F1631,Or9113,S29,4,2024-07-30 11:05:16
F1632,Or3988,S702,3,2020-12-31 23:17:38
F1633,Or8689,S566,1,2020-09-05 08:01:29
F1634,Or3312,S819,5,2022-01-26 22:53:31
F1635,Or8143,S625,2,2025-04-13 08:20:18
F1636,Or5455,S380,4,2021-09-19 19:36:52
F1637,Or9744,S771,2,2020-10-16 14:30:09
F1638,Or9920,S945,3,2020-06-21 19:49:57
F1639,Or5500,S900,3,2021-07-16 17:06:33
F1640,Or320,S563,3,2021-06-08 22:35:11
F1641,Or3303,S166,3,2025-04-15 08:36:50
F1642,Or4193,S646,4,2022-06-06 03:57:23
F1643,Or390,S51,4,2025-03-07 07:29:25
F1644,Or7530,S518,5,2023-01-01 09:22:07
F1645,Or8868,S846,3,2022-09-14 04:39:17
F1646,Or6702,S987,1,2021-10-10 10:01:44
F1647,Or4102,S349,5,2020-10-28 05:33:33
F1648,Or6317,S580,5,2021-04-19 04:51:12
F1649,Or4843,S774,3,2024-03-01 23:12:33
F1650,Or9207,S463,5,2022-03-19 22:06:44
F1651,Or6881,S706,2,2021-03-14 10:16:32
F1652,Or9033,S942,3,2024-06-23 17:44:18
F1653,Or5969,S33,3,2021-06-13 18:33:25
F1654,Or5601,S510,2,2025-05-02 09:43:15
F1655,Or4990,S161,1,2023-07-23 20:15:51
F1656,Or4136,S474,5,2023-05-07 20:17:11
F1657,Or4379,S105,5,2023-10-24 07:43:20
F1658,Or7004,S862,4,2025-02-01 04:32:32
F1659,Or1731,S21,1,2024-09-13 18:21:57
F1660,Or2284,S457,3,2021-03-31 22:09:01
F1661,Or2846,S827,2,2022-08-08 05:34:36
F1662,Or8032,S707,5,2023-05-09 02:22:09
F1663,Or7971,S424,5,2024-04-02 11:03:20
F1664,Or8750,S205,4,2023-06-02 22:02:26
F1665,Or4336,S327,3,2021-05-14 05:41:52
F1666,Or2,S592,1,2023-03-31 05:07:50
F1667,Or7312,S817,2,2022-01-06 03:32:10
F1668,Or9144,S622,4,2024-11-21 03:54:39
F1669,Or7559,S695,4,2024-07-30 07:24:13
F1670,Or1154,S988,3,2023-01-27 22:12:57
F1671,Or3832,S284,1,2024-01-30 04:28:26
F1672,Or1694,S55,2,2022-11-01 22:01:36
F1673,Or105,S731,5,2022-04-28 04:07:46
F1674,Or9441,S178,4,2023-09-18 10:32:29
F1675,Or2422,S633,2,2020-10-21 17:10:50
F1676,Or5783,S11,2,2022-08-06 23:04:04
F1677,Or9751,S417,1,2024-08-12 15:32:51
F1678,Or263,S411,5,2021-07-10 21:51:10
F1679,Or8574,S427,1,2022-05-25 14:33:07
F1680,Or4484,S329,1,2023-08-10 18:53:50
F1681,Or9536,S119,4,2023-02-09 06:14:08
F1682,Or3825,S492,5,2023-01-08 06:26:20
F1683,Or4537,S267,3,2021-02-27 14:23:47
F1684,Or4476,S304,5,2023-05-20 00:39:20
F1685,Or6956,S796,2,2024-10-14 16:56:17
F1686,Or1564,S101,5,2024-03-19 23:37:40
F1687,Or5623,S699,3,2021-11-30 17:12:17
F1688,Or5334,S838,1,2025-05-18 06:38:45
F1689,Or58,S779,2,2023-08-25 08:46:55
F1690,Or6463,S963,3,2021-12-16 05:06:31
F1691,Or4188,S935,1,2023-02-21 20:13:43
F1692,Or9630,S90,5,2024-01-07 05:56:18
F1693,Or4121,S68,2,2022-08-04 17:09:38
F1694,Or9916,S258,3,2021-06-22 05:32:46
F1695,Or4547,S582,5,2020-09-03 18:18:17
F1696,Or2593,S577,5,2023-04-08 10:30:23
F1697,Or6284,S72,5,2023-10-15 22:27:55
F1698,Or1381,S771,4,2022-01-05 17:13:19
F1699,Or5599,S817,2,2024-07-19 11:14:30
F1700,Or4349,S682,1,2021-10-14 15:29:54
F1701,Or2631,S858,3,2023-07-06 00:25:32
F1702,Or8861,S343,3,2021-03-31 12:15:35
F1703,Or6383,S873,2,2021-03-20 19:16:41
F1704,Or6617,S940,3,2022-11-09 22:41:23
F1705,Or9768,S458,4,2024-02-12 04:40:38
F1706,Or8829,S988,1,2024-06-17 00:27:16
F1707,Or6485,S550,4,2024-07-05 03:51:44
F1708,Or6735,S735,4,2021-10-01 21:02:14
F1709,Or7992,S802,1,2023-07-08 08:23:39
F1710,Or835,S4,3,2023-10-08 02:56:27
F1711,Or8995,S9,2,2022-05-16 09:36:33
F1712,Or2404,S570,3,2025-01-29 06:27:45
F1713,Or9511,S173,4,2024-04-23 02:56:36
F1714,Or5944,S372,3,2021-08-28 03:08:35
F1715,Or3488,S500,1,2023-04-13 06:55:53
F1716,Or782,S675,2,2023-06-08 06:50:17
F1717,Or1255,S901,1,2023-10-21 15:45:48
F1718,Or5064,S988,3,2022-08-25 00:26:02
F1719,Or8966,S957,2,2025-05-14 01:51:40
F1720,Or4341,S400,4,2025-04-27 22:02:49
F1721,Or6346,S426,1,2022-12-20 18:59:56
F1722,Or5798,S955,5,2021-12-27 01:15:59
F1723,Or7622,S275,2,2025-04-03 10:28:29
F1724,Or3171,S462,2,2022-04-15 10:51:56
F1725,Or8396,S950,5,2021-05-22 08:12:25
F1726,Or7479,S946,1,2023-11-30 02:08:52
F1727,Or3376,S731,4,2024-06-17 02:44:43
F1728,Or4792,S977,5,2022-05-02 18:05:26
F1729,Or7339,S555,5,2023-10-16 18:06:53
F1730,Or1219,S140,4,2021-04-02 14:06:05
F1731,Or2266,S973,4,2023-11-22 03:41:51
F1732,Or8984,S625,4,2024-12-04 08:23:41
F1733,Or1561,S455,1,2022-06-02 12:11:12
F1734,Or1188,S378,3,2021-10-13 16:57:30
F1735,Or1295,S660,5,2023-07-18 00:30:13
F1736,Or2854,S890,3,2023-02-09 20:05:31
F1737,Or3289,S156,5,2023-03-19 05:56:03
F1738,Or4275,S726,1,2023-10-23 04:38:15
F1739,Or614,S142,2,2025-01-10 13:29:17
F1740,Or6796,S890,2,2021-04-19 15:26:16
F1741,Or1687,S859,4,2021-11-05 05:14:22
F1742,Or8747,S502,2,2023-11-16 12:01:16
F1743,Or1782,S802,3,2020-06-29 20:04:03
F1744,Or5575,S631,4,2020-07-03 18:49:59
F1745,Or9493,S497,2,2021-04-25 03:06:21
F1746,Or2890,S256,1,2023-12-11 00:55:48
F1747,Or6908,S347,1,2024-08-01 01:11:23
F1748,Or8268,S379,2,2021-08-30 12:07:20
F1749,Or8527,S601,2,2023-10-13 21:37:35
F1750,Or1774,S125,2,2024-10-03 23:53:59
F1751,Or4141,S715,1,2022-05-27 14:52:17
F1752,Or9780,S182,1,2020-09-25 20:28:41
F1753,Or9073,S891,4,2022-01-27 06:15:49
F1754,Or1790,S464,5,2024-11-01 13:14:14
F1755,Or3285,S16,2,2020-07-16 16:06:34
F1756,Or306,S265,1,2021-07-24 14:00:08
F1757,Or1054,S749,2,2023-08-05 13:48:45
F1758,Or8551,S81,3,2024-05-18 05:17:55
F1759,Or1740,S250,1,2021-09-13 07:24:08
F1760,Or5300,S619,3,2020-08-23 20:13:54
F1761,Or6681,S589,1,2022-01-25 10:22:00
F1762,Or504,S240,5,2024-07-06 06:36:05
F1763,Or2472,S266,1,2023-10-29 23:11:48
F1764,Or3413,S451,2,2024-09-24 21:01:03
F1765,Or5561,S330,1,2021-10-21 02:16:19
F1766,Or9891,S163,3,2020-12-30 01:22:41
F1767,Or7126,S433,5,2024-12-16 00:24:13
F1768,Or313,S942,4,2024-03-16 08:26:03
F1769,Or5480,S861,5,2025-06-09 01:43:45
F1770,Or2005,S216,3,2022-06-21 02:57:36
F1771,Or5888,S645,3,2025-04-13 18:47:16
F1772,Or3149,S488,1,2021-07-28 20:55:02
F1773,Or7344,S96,3,2020-10-18 04:11:45
F1774,Or9144,S777,1,2020-07-01 22:13:32
F1775,Or3666,S911,5,2025-05-18 18:30:57
F1776,Or2139,S491,2,2021-10-13 15:42:40
F1777,Or5394,S759,2,2023-02-14 07:01:27
F1778,Or1638,S540,4,2020-08-28 05:57:31
F1779,Or4067,S976,3,2024-03-04 18:02:00
F1780,Or1916,S381,1,2024-02-08 21:23:45
F1781,Or400,S87,2,2022-03-19 06:42:22
F1782,Or3303,S210,5,2023-10-31 18:39:10
F1783,Or5091,S213,1,2021-09-10 06:52:41
F1784,Or2921,S21,3,2023-11-23 15:34:30
F1785,Or6586,S644,5,2022-09-26 12:51:02
F1786,Or2310,S946,3,2021-01-28 09:29:50
F1787,Or1496,S808,5,2021-06-08 16:32:46
F1788,Or2697,S650,5,2024-03-12 14:11:14
F1789,Or3808,S603,3,2022-11-19 09:04:38
F1790,Or2120,S805,2,2023-12-31 21:31:20
F1791,Or5232,S457,3,2021-07-11 04:26:51
F1792,Or7706,S29,4,2021-02-12 09:06:37
F1793,Or3846,S123,2,2024-05-13 12:31:36
F1794,Or1189,S326,3,2020-11-19 02:26:50
F1795,Or484,S285,4,2020-06-25 07:24:19
F1796,Or2804,S243,5,2022-07-27 21:04:47
F1797,Or4567,S927,3,2024-02-08 21:37:25
F1798,Or6213,S521,4,2022-11-28 22:08:47
F1799,Or1775,S745,4,2024-01-02 04:10:07
F1800,Or6057,S261,3,2022-06-30 09:50:29
F1801,Or3820,S167,4,2024-05-19 12:28:55
F1802,Or688,S374,4,2023-04-30 02:18:15
F1803,Or7759,S519,1,2025-02-01 13:02:12
F1804,Or3325,S413,4,2022-04-27 04:19:35
F1805,Or5600,S832,4,2021-05-12 15:18:26
F1806,Or2723,S620,5,2024-01-28 22:47:43
F1807,Or7885,S506,1,2025-01-22 19:57:06
F1808,Or1377,S82,5,2020-12-28 17:45:11
F1809,Or9923,S392,3,2021-03-05 12:10:19
F1810,Or1034,S212,3,2021-03-08 18:07:26
F1811,Or4351,S608,2,2024-09-26 05:00:10
F1812,Or9336,S778,4,2024-01-16 16:21:40
F1813,Or6926,S259,4,2022-12-10 20:56:50
F1814,Or9775,S262,1,2022-08-23 06:52:29
F1815,Or6950,S983,5,2020-09-11 23:03:30
F1816,Or7785,S323,3,2023-10-15 08:07:31
F1817,Or3986,S418,4,2022-01-24 00:49:52
F1818,Or7424,S8,2,2024-04-07 13:26:32
F1819,Or7318,S403,5,2023-03-10 19:44:17
F1820,Or2951,S765,3,2021-03-19 10:36:49
F1821,Or3954,S444,5,2024-07-28 13:04:11
F1822,Or6694,S142,5,2020-09-28 04:06:49
F1823,Or9338,S584,5,2021-10-14 05:54:46
F1824,Or2750,S779,1,2023-05-03 12:44:06
F1825,Or7137,S988,3,2022-12-29 03:22:53
F1826,Or8415,S709,3,2023-02-21 21:03:21
F1827,Or8139,S862,5,2022-02-14 07:54:53
F1828,Or8693,S226,4,2021-10-23 20:48:38
F1829,Or3578,S343,5,2022-08-14 10:43:19
F1830,Or5471,S869,2,2021-12-08 20:51:03
F1831,Or3983,S9,3,2022-10-10 12:11:17
F1832,Or282,S826,3,2024-01-05 08:06:23
F1833,Or4689,S254,4,2020-07-12 14:00:24
F1834,Or5889,S858,3,2021-08-16 05:02:50
F1835,Or7341,S656,1,2024-03-19 11:03:32
F1836,Or682,S839,2,2024-11-02 13:57:45
F1837,Or9687,S232,2,2025-01-31 09:03:40
F1838,Or3961,S155,5,2024-01-11 13:24:04
F1839,Or1020,S609,1,2020-08-28 18:27:01
F1840,Or4110,S921,1,2024-04-06 01:02:14
F1841,Or7904,S547,4,2021-08-26 16:35:12
F1842,Or2065,S775,1,2025-01-13 09:58:52
F1843,Or4733,S590,2,2020-11-23 16:03:18
F1844,Or5202,S274,3,2022-06-04 19:18:43
F1845,Or4403,S379,2,2023-10-11 11:49:46
F1846,Or1044,S646,5,2022-08-19 09:36:54
F1847,Or8629,S506,5,2021-12-28 13:55:26
F1848,Or6566,S295,2,2021-02-14 09:53:44
F1849,Or4177,S525,1,2025-02-10 06:29:31
F1850,Or5803,S706,4,2022-04-26 17:35:00
F1851,Or5856,S11,5,2023-05-04 08:30:45
F1852,Or5310,S78,2,2024-12-05 23:19:16
F1853,Or1993,S258,3,2020-08-21 19:15:27
F1854,Or983,S821,3,2021-01-12 06:32:44
F1855,Or2350,S293,1,2023-10-25 20:35:23
F1856,Or1415,S692,4,2020-11-30 03:10:55
F1857,Or2142,S780,5,2024-05-31 14:09:32
F1858,Or6788,S578,2,2023-07-09 12:22:16
F1859,Or5306,S457,1,2024-02-22 14:09:33
F1860,Or9219,S29,4,2024-06-28 19:04:19
F1861,Or3430,S630,3,2020-08-17 21:09:06
F1862,Or9014,S615,2,2025-05-05 05:58:59
F1863,Or3144,S913,2,2022-01-31 01:41:18
F1864,Or4259,S954,3,2021-01-04 04:32:40
F1865,Or1911,S941,2,2025-01-12 15:12:44
F1866,Or6579,S714,3,2023-04-01 22:36:13
F1867,Or8035,S542,3,2020-09-24 20:35:26
F1868,Or4390,S233,4,2024-06-04 21:48:40
F1869,Or7335,S255,1,2021-07-04 11:39:21
F1870,Or5742,S340,5,2020-10-13 06:58:32
F1871,Or446,S664,5,2020-10-26 07:50:52
F1872,Or7589,S370,5,2020-10-02 11:52:59
F1873,Or916,S653,4,2020-10-03 13:11:51
F1874,Or4288,S362,3,2024-03-17 19:04:01
F1875,Or9544,S38,4,2020-10-05 09:21:32
F1876,Or497,S337,3,2021-08-08 17:23:50
F1877,Or9060,S300,4,2022-12-06 01:01:29
F1878,Or5047,S795,5,2024-02-06 15:55:28
F1879,Or394,S424,2,2020-07-15 06:05:07
F1880,Or3415,S498,1,2021-06-06 03:44:07
F1881,Or6923,S162,2,2024-06-28 14:56:48
F1882,Or2641,S643,1,2024-02-25 19:27:38
F1883,Or2904,S417,5,2025-04-12 15:47:21
F1884,Or9858,S508,1,2020-07-17 13:32:53
F1885,Or7344,S444,3,2024-07-18 06:08:24
F1886,Or3930,S785,3,2020-10-04 01:59:45
F1887,Or3076,S58,2,2021-10-13 11:03:20
F1888,Or8332,S403,1,2025-01-12 22:04:10
F1889,Or4886,S336,4,2023-11-06 07:32:30
