inventory_id,product_id,seller_id,stock_level
Inv998,P8504,S763,56
Inv999,P3178,S472,4
Inv1000,P4524,S649,16
Inv1001,P9656,S163,6
Inv1002,P8505,S517,99
Inv1003,P7754,S16,50
Inv1004,P4734,S842,43
Inv1005,P5557,S688,38
Inv1006,P7264,S809,28
Inv1007,P6711,S82,20
Inv1008,P7676,S190,23
Inv1009,P1345,S598,71
Inv1010,P1069,S27,1
Inv1011,P2032,S955,59
Inv1012,P4207,S514,10
Inv1013,P8150,S452,32
Inv1014,P1050,S838,7
Inv1015,P3693,S142,58
Inv1016,P1509,S868,99
Inv1017,P1357,S148,56
Inv1018,P1149,S781,63
Inv1019,P1773,S657,78
Inv1020,P3519,S722,83
Inv1021,P3593,S738,85
Inv1022,P2312,S639,26
Inv1023,P3978,S56,57
Inv1024,P8627,S773,5
Inv1025,P5419,S26,95
Inv1026,P9558,S777,39
Inv1027,P2624,S879,19
Inv1028,P2399,S725,88
Inv1029,P6977,S690,54
Inv1030,P1575,S338,71
Inv1031,P7197,S483,18
Inv1032,P7065,S172,94
Inv1033,P3159,S740,12
Inv1034,P6044,S592,22
Inv1035,P1327,S524,67
Inv1036,P9964,S362,98
Inv1037,P7959,S788,41
Inv1038,P7604,S822,32
Inv1039,P1548,S165,44
Inv1040,P2957,S730,89
Inv1041,P8835,S19,100
Inv1042,P9305,S559,42
Inv1043,P4625,S527,36
Inv1044,P7307,S466,5
Inv1045,P6098,S907,100
Inv1046,P1226,S6,68
Inv1047,P2226,S332,85
Inv1048,P3160,S936,54
Inv1049,P9889,S309,97
Inv1050,P2112,S375,84
Inv1051,P8715,S204,31
Inv1052,P3794,S347,97
Inv1053,P8475,S254,84
Inv1054,P3436,S515,63
Inv1055,P6979,S156,39
Inv1056,P8141,S667,83
Inv1057,P2863,S486,35
Inv1058,P5484,S92,57
Inv1059,P5064,S538,35
Inv1060,P4561,S831,92
Inv1061,P5047,S423,77
Inv1062,P6963,S641,2
Inv1063,P2673,S515,68
Inv1064,P8620,S666,90
Inv1065,P7653,S881,71
Inv1066,P9834,S490,44
Inv1067,P6231,S960,34
Inv1068,P3947,S821,17
Inv1069,P8981,S512,47
Inv1070,P6310,S467,30
Inv1071,P2098,S608,81
Inv1072,P5930,S196,96
Inv1073,P1581,S164,66
Inv1074,P6488,S243,10
Inv1075,P5981,S253,20
Inv1076,P2818,S514,14
Inv1077,P3951,S657,96
Inv1078,P5663,S419,19
Inv1079,P6761,S340,22
Inv1080,P6516,S444,81
Inv1081,P8602,S405,97
Inv1082,P2644,S707,77
Inv1083,P8547,S635,29
Inv1084,P5381,S849,5
Inv1085,P5076,S176,34
Inv1086,P7923,S300,44
Inv1087,P2865,S335,12
Inv1088,P3280,S856,60
Inv1089,P8371,S326,45
Inv1090,P5928,S801,24
Inv1091,P6510,S669,11
Inv1092,P3096,S774,59
Inv1093,P8413,S164,57
Inv1094,P6096,S902,69
Inv1095,P3531,S5,1
Inv1096,P7998,S733,9
Inv1097,P7668,S744,77
Inv1098,P1079,S742,72
Inv1099,P7326,S589,71
Inv1100,P5167,S133,18
Inv1101,P7888,S453,78
Inv1102,P7261,S743,3
Inv1103,P5990,S989,73
Inv1104,P9371,S151,67
Inv1105,P5606,S366,54
Inv1106,P8584,S344,99
Inv1107,P8869,S857,24
Inv1108,P8354,S273,78
Inv1109,P5221,S847,58
Inv1110,P1046,S671,39
Inv1111,P5031,S802,54
Inv1112,P7908,S332,18
Inv1113,P5360,S506,42
Inv1114,P2588,S457,92
Inv1115,P7500,S759,98
Inv1116,P6912,S316,76
Inv1117,P7768,S470,60
Inv1118,P4295,S576,69
Inv1119,P1788,S782,98
Inv1120,P7459,S266,55
Inv1121,P9178,S937,76
Inv1122,P9723,S654,88
Inv1123,P6441,S256,39
Inv1124,P7360,S991,35
Inv1125,P8943,S849,16
Inv1126,P2246,S255,59
Inv1127,P7042,S400,9
Inv1128,P7526,S234,98
Inv1129,P4144,S938,57
Inv1130,P2067,S677,8
Inv1131,P1247,S946,43
Inv1132,P9054,S637,12
Inv1133,P7593,S845,58
Inv1134,P8460,S679,51
Inv1135,P4373,S608,81
Inv1136,P5071,S673,95
Inv1137,P6079,S900,4
Inv1138,P9878,S271,94
Inv1139,P1802,S911,1
Inv1140,P6569,S58,88
Inv1141,P2962,S933,23
Inv1142,P5763,S102,89
Inv1143,P3587,S760,30
Inv1144,P1088,S377,68
Inv1145,P6948,S927,2
Inv1146,P3426,S118,46
Inv1147,P8023,S435,14
Inv1148,P9146,S314,25
Inv1149,P5259,S318,1
Inv1150,P6865,S382,90
Inv1151,P2653,S397,63
Inv1152,P1482,S445,97
Inv1153,P8368,S994,38
Inv1154,P1505,S157,18
Inv1155,P2069,S814,55
Inv1156,P5027,S976,74
Inv1157,P2643,S80,9
Inv1158,P9682,S612,2
Inv1159,P6615,S743,9
Inv1160,P9633,S298,33
Inv1161,P7453,S708,72
Inv1162,P3920,S751,20
Inv1163,P7213,S308,0
Inv1164,P3013,S361,64
Inv1165,P6728,S194,32
Inv1166,P4412,S953,69
Inv1167,P6732,S764,74
Inv1168,P2032,S189,65
Inv1169,P9058,S530,95
Inv1170,P8376,S442,45
Inv1171,P3979,S487,23
Inv1172,P9627,S539,28
Inv1173,P5870,S851,40
Inv1174,P4315,S866,45
Inv1175,P2132,S803,12
Inv1176,P8418,S728,86
Inv1177,P7805,S617,58
Inv1178,P2766,S886,21
Inv1179,P9769,S259,61
Inv1180,P9915,S294,57
Inv1181,P9836,S71,55
Inv1182,P6365,S754,0
Inv1183,P3337,S250,47
Inv1184,P2156,S533,21
Inv1185,P2202,S378,12
Inv1186,P7597,S929,2
Inv1187,P2128,S168,7
Inv1188,P7508,S187,48
Inv1189,P9006,S670,52
Inv1190,P4175,S391,92
Inv1191,P8410,S842,72
Inv1192,P9211,S300,53
Inv1193,P1340,S419,85
Inv1194,P2496,S293,96
Inv1195,P8493,S683,93
Inv1196,P9705,S98,68
Inv1197,P7994,S289,37
Inv1198,P1472,S429,66
Inv1199,P9212,S613,38
Inv1200,P2939,S183,100
Inv1201,P3541,S992,80
Inv1202,P4956,S993,68
Inv1203,P5852,S281,87
Inv1204,P3160,S169,51
Inv1205,P3075,S108,29
Inv1206,P5045,S552,56
Inv1207,P8218,S223,83
Inv1208,P8525,S235,35
Inv1209,P5691,S625,12
Inv1210,P5118,S278,10
Inv1211,P9169,S696,37
Inv1212,P5920,S718,96
Inv1213,P4399,S786,87
Inv1214,P9431,S360,87
Inv1215,P6824,S191,43
Inv1216,P3079,S808,53
Inv1217,P7868,S54,22
Inv1218,P3192,S1000,8
Inv1219,P6061,S433,6
Inv1220,P3185,S772,43
Inv1221,P1421,S749,67
Inv1222,P4112,S442,14
Inv1223,P6809,S150,50
Inv1224,P6582,S270,38
Inv1225,P6230,S541,81
Inv1226,P7694,S729,82
Inv1227,P8058,S984,36
Inv1228,P6736,S184,42
Inv1229,P6617,S732,66
Inv1230,P6367,S554,50
Inv1231,P5907,S338,55
Inv1232,P1637,S939,8
Inv1233,P2370,S705,66
Inv1234,P5972,S357,11
Inv1235,P2114,S663,1
Inv1236,P7150,S720,23
Inv1237,P7950,S546,9
Inv1238,P3178,S378,41
Inv1239,P4594,S250,76
Inv1240,P8850,S945,76
Inv1241,P7053,S134,58
Inv1242,P9822,S61,93
Inv1243,P1675,S354,89
Inv1244,P8817,S47,2
Inv1245,P1331,S605,7
Inv1246,P7518,S459,94
Inv1247,P1565,S111,68
Inv1248,P6240,S818,9
Inv1249,P3158,S301,59
Inv1250,P7359,S257,58
Inv1251,P3491,S185,96
Inv1252,P6041,S382,28
Inv1253,P9664,S816,49
Inv1254,P9448,S570,68
Inv1255,P6664,S342,17
Inv1256,P4527,S908,84
Inv1257,P4932,S69,61
Inv1258,P2409,S845,50
Inv1259,P9837,S254,79
Inv1260,P1282,S365,39
Inv1261,P8883,S796,37
Inv1262,P8595,S8,67
Inv1263,P8234,S432,52
Inv1264,P7237,S78,14
Inv1265,P1339,S64,42
Inv1266,P4404,S109,23
Inv1267,P1003,S806,49
Inv1268,P6799,S73,6
Inv1269,P9129,S673,61
Inv1270,P1884,S447,38
Inv1271,P6493,S932,99
Inv1272,P8335,S593,72
Inv1273,P9665,S479,82
Inv1274,P1341,S226,52
Inv1275,P4413,S464,4
Inv1276,P9752,S741,24
Inv1277,P7837,S475,39
Inv1278,P4075,S752,8
Inv1279,P1163,S890,71
Inv1280,P9309,S964,12
Inv1281,P8183,S901,55
Inv1282,P9091,S201,61
Inv1283,P5697,S998,71
Inv1284,P6301,S467,74
Inv1285,P9851,S119,17
Inv1286,P1499,S369,87
Inv1287,P3421,S515,36
Inv1288,P1004,S53,96
Inv1289,P5933,S399,48
Inv1290,P9356,S701,55
Inv1291,P2099,S994,53
Inv1292,P7909,S166,58
Inv1293,P9304,S652,55
Inv1294,P7668,S223,37
Inv1295,P3576,S94,30
Inv1296,P4274,S50,71
Inv1297,P6188,S9,0
Inv1298,P8978,S604,88
Inv1299,P2392,S317,74
Inv1300,P2645,S661,16
Inv1301,P1405,S473,46
Inv1302,P3683,S457,49
Inv1303,P1103,S250,32
Inv1304,P1869,S580,95
Inv1305,P8431,S431,40
Inv1306,P4655,S322,67
Inv1307,P9314,S753,88
Inv1308,P7076,S732,26
Inv1309,P2143,S232,47
Inv1310,P5505,S921,7
Inv1311,P4178,S382,43
Inv1312,P7741,S960,2
Inv1313,P8162,S150,99
Inv1314,P3524,S863,20
Inv1315,P5279,S318,66
Inv1316,P2318,S503,12
Inv1317,P2719,S754,74
Inv1318,P4632,S685,92
Inv1319,P6434,S312,49
Inv1320,P9324,S568,4
Inv1321,P3846,S654,35
Inv1322,P8411,S388,62
Inv1323,P3356,S375,93
Inv1324,P6602,S467,66
Inv1325,P7511,S559,10
Inv1326,P7835,S762,9
Inv1327,P9036,S420,85
Inv1328,P2350,S820,86
Inv1329,P7230,S84,67
Inv1330,P5400,S311,50
Inv1331,P3236,S751,74
Inv1332,P3526,S121,61
Inv1333,P7438,S605,93
Inv1334,P1884,S847,64
Inv1335,P4298,S471,16
Inv1336,P4162,S392,6
Inv1337,P1448,S321,75
Inv1338,P9417,S104,45
Inv1339,P2823,S151,8
Inv1340,P9716,S458,13
Inv1341,P4994,S199,28
Inv1342,P5019,S623,32
Inv1343,P5821,S738,78
Inv1344,P8124,S307,30
Inv1345,P6473,S715,9
Inv1346,P9148,S561,39
Inv1347,P9593,S211,70
Inv1348,P5445,S467,27
Inv1349,P9531,S702,88
Inv1350,P9612,S180,60
Inv1351,P8276,S503,23
Inv1352,P2569,S271,91
Inv1353,P8570,S378,4
Inv1354,P9641,S541,96
Inv1355,P3528,S623,45
Inv1356,P1403,S778,9
Inv1357,P7075,S127,52
Inv1358,P4393,S699,35
Inv1359,P8083,S529,46
Inv1360,P5010,S879,88
Inv1361,P5788,S583,55
Inv1362,P9750,S25,3
Inv1363,P1497,S983,54
Inv1364,P3234,S70,1
Inv1365,P1829,S70,86
Inv1366,P6214,S198,66
Inv1367,P8841,S751,98
Inv1368,P7633,S338,3
Inv1369,P5171,S910,24
Inv1370,P7789,S380,19
Inv1371,P5593,S151,0
Inv1372,P9911,S366,33
Inv1373,P6471,S641,33
Inv1374,P7297,S125,80
Inv1375,P1051,S371,26
Inv1376,P7980,S175,53
Inv1377,P8112,S199,3
Inv1378,P1511,S28,70
Inv1379,P1478,S878,81
Inv1380,P1019,S54,34
Inv1381,P7994,S863,80
Inv1382,P6513,S747,46
Inv1383,P5443,S871,42
Inv1384,P8533,S669,70
Inv1385,P1525,S109,36
Inv1386,P1327,S769,39
Inv1387,P6474,S858,20
Inv1388,P3643,S318,98
Inv1389,P9635,S906,63
Inv1390,P3475,S414,14
Inv1391,P1033,S581,15
Inv1392,P3767,S174,0
Inv1393,P3798,S979,95
Inv1394,P1464,S148,65
Inv1395,P4961,S239,18
Inv1396,P5912,S115,91
Inv1397,P9364,S300,87
Inv1398,P7010,S266,54
Inv1399,P7572,S251,84
Inv1400,P8888,S882,55
Inv1401,P7974,S76,71
Inv1402,P1591,S971,23
Inv1403,P5417,S117,44
Inv1404,P5169,S419,57
Inv1405,P4533,S88,71
Inv1406,P8597,S30,34
Inv1407,P1558,S395,24
Inv1408,P1007,S655,18
Inv1409,P4951,S635,97
Inv1410,P6602,S988,64
Inv1411,P5075,S804,43
Inv1412,P3529,S930,7
Inv1413,P9999,S393,44
Inv1414,P3569,S325,20
Inv1415,P6701,S821,49
Inv1416,P9141,S974,83
Inv1417,P3915,S394,71
Inv1418,P5549,S129,68
Inv1419,P1791,S839,16
Inv1420,P7364,S165,56
Inv1421,P3831,S464,14
Inv1422,P7638,S729,82
Inv1423,P3573,S120,16
Inv1424,P8213,S388,44
Inv1425,P2261,S362,40
Inv1426,P9069,S12,40
Inv1427,P6842,S808,55
Inv1428,P6865,S442,8
Inv1429,P8538,S808,12
Inv1430,P1408,S462,88
Inv1431,P2812,S313,86
Inv1432,P1274,S456,99
Inv1433,P4626,S748,96
Inv1434,P1461,S791,45
Inv1435,P3616,S649,10
Inv1436,P7928,S594,93
Inv1437,P2533,S120,67
Inv1438,P1941,S666,100
Inv1439,P4356,S426,42
Inv1440,P7265,S965,64
Inv1441,P9860,S563,3
Inv1442,P5680,S500,84
Inv1443,P9715,S169,28
Inv1444,P6906,S743,28
Inv1445,P6909,S230,25
Inv1446,P5091,S100,91
Inv1447,P5845,S335,18
Inv1448,P3601,S900,0
Inv1449,P2708,S399,100
Inv1450,P9407,S406,63
Inv1451,P4046,S234,88
Inv1452,P9797,S263,53
Inv1453,P4785,S806,5
Inv1454,P1284,S422,16
Inv1455,P2505,S202,78
Inv1456,P1334,S378,72
Inv1457,P9254,S65,14
Inv1458,P4786,S882,48
Inv1459,P3838,S180,86
Inv1460,P2613,S422,60
Inv1461,P9897,S836,37
Inv1462,P1176,S418,74
Inv1463,P1116,S378,26
Inv1464,P7292,S895,5
Inv1465,P4413,S448,16
Inv1466,P4728,S3,50
Inv1467,P7718,S929,48
Inv1468,P4755,S97,77
Inv1469,P9369,S656,95
Inv1470,P8902,S229,13
Inv1471,P4896,S722,86
Inv1472,P1100,S127,56
Inv1473,P7587,S630,24
Inv1474,P1937,S428,38
Inv1475,P5727,S220,62
Inv1476,P5064,S987,59
Inv1477,P1322,S262,86
Inv1478,P5531,S5,62
Inv1479,P1208,S192,66
Inv1480,P3305,S308,76
Inv1481,P2092,S973,98
Inv1482,P7629,S939,82
Inv1483,P4037,S947,95
Inv1484,P8021,S618,52
Inv1485,P7897,S842,53
Inv1486,P7251,S957,2
Inv1487,P1268,S221,20
Inv1488,P5535,S277,78
Inv1489,P8185,S683,70
Inv1490,P6701,S200,24
Inv1491,P7386,S425,88
Inv1492,P7505,S2,32
Inv1493,P5051,S765,0
Inv1494,P6792,S434,11
Inv1495,P8311,S106,41
Inv1496,P7222,S365,69
Inv1497,P5759,S522,39
Inv1498,P9318,S2,28
Inv1499,P8687,S528,63
Inv1500,P9777,S168,28
Inv1501,P5238,S143,82
Inv1502,P7082,S38,84
Inv1503,P7591,S992,24
Inv1504,P9807,S816,19
Inv1505,P7309,S984,20
Inv1506,P2090,S295,59
Inv1507,P7083,S844,97
Inv1508,P8999,S894,55
Inv1509,P2122,S475,99
Inv1510,P4150,S527,96
Inv1511,P2307,S667,37
Inv1512,P1608,S129,61
Inv1513,P8474,S70,54
Inv1514,P3764,S958,27
Inv1515,P8448,S505,81
Inv1516,P9820,S747,44
Inv1517,P2860,S464,33
Inv1518,P5172,S708,56
Inv1519,P9701,S658,29
Inv1520,P8126,S922,52
Inv1521,P3222,S277,51
Inv1522,P3707,S668,57
Inv1523,P6591,S459,37
Inv1524,P8992,S530,47
Inv1525,P8166,S365,82
Inv1526,P4949,S58,78
Inv1527,P3362,S159,31
Inv1528,P3526,S630,32
Inv1529,P5291,S988,71
Inv1530,P2201,S36,95
Inv1531,P9492,S623,30
Inv1532,P2754,S946,57
Inv1533,P6281,S344,60
Inv1534,P4515,S500,60
Inv1535,P2001,S778,83
Inv1536,P5113,S556,79
Inv1537,P7402,S360,23
Inv1538,P8301,S711,7
Inv1539,P2626,S1000,48
Inv1540,P9191,S678,93
Inv1541,P5192,S822,87
Inv1542,P5952,S876,68
Inv1543,P2316,S73,53
Inv1544,P6273,S760,50
Inv1545,P4302,S725,70
Inv1546,P1330,S818,27
Inv1547,P4176,S919,100
Inv1548,P9557,S905,61
Inv1549,P4696,S666,73
Inv1550,P3266,S66,88
Inv1551,P4722,S317,92
Inv1552,P4859,S545,13
Inv1553,P1009,S457,31
Inv1554,P6928,S395,8
Inv1555,P6985,S247,22
Inv1556,P5285,S152,22
Inv1557,P2638,S552,73
Inv1558,P3465,S784,32
Inv1559,P4650,S364,81
Inv1560,P1944,S204,18
Inv1561,P8125,S82,41
Inv1562,P1967,S961,35
Inv1563,P7565,S93,10
Inv1564,P5993,S832,27
Inv1565,P7555,S591,58
Inv1566,P5399,S518,61
Inv1567,P3294,S113,6
Inv1568,P3853,S143,66
Inv1569,P8399,S982,34
Inv1570,P1324,S219,91
Inv1571,P1797,S403,50
Inv1572,P3091,S737,83
Inv1573,P4036,S237,52
Inv1574,P4824,S314,48
Inv1575,P4882,S300,72
Inv1576,P8484,S819,9
Inv1577,P8310,S794,0
Inv1578,P5387,S668,21
Inv1579,P1170,S759,24
Inv1580,P1087,S724,58
Inv1581,P5223,S419,18
Inv1582,P2614,S834,4
Inv1583,P4171,S790,14
Inv1584,P6355,S831,61
Inv1585,P6382,S890,17
Inv1586,P5803,S409,24
Inv1587,P7054,S236,25
Inv1588,P6510,S778,89
Inv1589,P4425,S990,10
Inv1590,P4843,S238,69
Inv1591,P1526,S588,11
Inv1592,P2612,S222,89
Inv1593,P1116,S181,40
Inv1594,P3621,S839,34
Inv1595,P8350,S754,23
Inv1596,P2642,S699,68
Inv1597,P7551,S919,70
Inv1598,P8788,S303,47
Inv1599,P1449,S643,28
Inv1600,P3228,S639,23
Inv1601,P8853,S736,58
Inv1602,P5315,S27,83
Inv1603,P1083,S87,4
Inv1604,P1483,S130,70
Inv1605,P2822,S782,80
Inv1606,P9011,S783,62
Inv1607,P8930,S427,95
Inv1608,P3225,S250,69
Inv1609,P2698,S935,56
Inv1610,P1002,S496,10
Inv1611,P9378,S285,10
Inv1612,P7766,S54,72
Inv1613,P7385,S293,54
Inv1614,P1993,S217,75
Inv1615,P5235,S158,87
Inv1616,P6442,S117,52
Inv1617,P5087,S66,85
Inv1618,P4573,S923,31
Inv1619,P4759,S661,55
Inv1620,P6698,S29,14
Inv1621,P6763,S473,83
Inv1622,P6469,S768,17
Inv1623,P2792,S310,9
Inv1624,P6193,S721,17
Inv1625,P3574,S972,100
Inv1626,P8845,S712,36
Inv1627,P7926,S168,50
Inv1628,P7196,S842,28
Inv1629,P7894,S429,75
Inv1630,P5932,S831,6
Inv1631,P2307,S149,78
Inv1632,P3480,S541,85
Inv1633,P1917,S573,51
Inv1634,P3488,S55,100
Inv1635,P1869,S86,86
Inv1636,P5977,S869,82
Inv1637,P6531,S577,51
Inv1638,P2875,S535,48
Inv1639,P3058,S523,70
Inv1640,P7184,S243,92
Inv1641,P2177,S113,53
Inv1642,P5098,S425,17
Inv1643,P7532,S285,76
Inv1644,P3054,S322,45
Inv1645,P8249,S313,12
Inv1646,P6836,S194,43
Inv1647,P7092,S355,24
Inv1648,P1518,S279,46
Inv1649,P8008,S905,69
Inv1650,P3506,S929,0
Inv1651,P1743,S290,78
Inv1652,P8106,S900,23
Inv1653,P9468,S266,95
Inv1654,P8857,S587,20
Inv1655,P2462,S887,70
Inv1656,P4481,S796,91
Inv1657,P4029,S984,82
Inv1658,P3248,S455,15
Inv1659,P7278,S895,34
Inv1660,P9975,S418,39
Inv1661,P9515,S348,64
Inv1662,P2188,S879,60
Inv1663,P6902,S374,2
Inv1664,P2965,S345,65
Inv1665,P7402,S709,93
Inv1666,P6514,S1000,49
Inv1667,P8214,S546,32
Inv1668,P8432,S609,13
Inv1669,P1513,S478,11
Inv1670,P3541,S341,64
Inv1671,P3664,S519,28
Inv1672,P8751,S686,74
Inv1673,P1683,S754,75
Inv1674,P4615,S71,28
Inv1675,P8300,S758,97
Inv1676,P7495,S342,50
Inv1677,P9032,S352,27
Inv1678,P8338,S600,73
Inv1679,P3215,S472,77
Inv1680,P9059,S225,70
Inv1681,P9235,S264,42
Inv1682,P5185,S531,57
Inv1683,P7085,S134,93
Inv1684,P9884,S128,28
Inv1685,P2647,S383,48
Inv1686,P6612,S840,74
Inv1687,P4099,S793,53
Inv1688,P2192,S638,5
Inv1689,P4194,S243,99
Inv1690,P7275,S495,85
Inv1691,P1233,S388,73
Inv1692,P1917,S134,87
Inv1693,P8917,S981,11
Inv1694,P2419,S739,68
Inv1695,P5186,S586,35
Inv1696,P5938,S349,79
Inv1697,P7480,S879,70
Inv1698,P9235,S476,27
Inv1699,P7135,S96,58
Inv1700,P8096,S760,14
Inv1701,P7966,S704,47
Inv1702,P7924,S209,44
Inv1703,P1982,S702,17
Inv1704,P6086,S156,85
Inv1705,P8755,S200,20
Inv1706,P4453,S857,18
Inv1707,P6407,S464,96
Inv1708,P8293,S59,71
Inv1709,P4440,S922,16
Inv1710,P9956,S170,56
Inv1711,P3783,S703,5
Inv1712,P9025,S133,87
Inv1713,P7650,S253,83
Inv1714,P4941,S182,90
Inv1715,P1846,S481,69
Inv1716,P9523,S950,35
Inv1717,P3133,S264,74
Inv1718,P1735,S326,37
Inv1719,P4034,S769,65
Inv1720,P6094,S320,23
Inv1721,P3566,S9,1
Inv1722,P6990,S580,16
Inv1723,P3454,S148,96
Inv1724,P2858,S563,39
Inv1725,P4162,S389,41
Inv1726,P5628,S639,99
Inv1727,P7826,S257,59
Inv1728,P5929,S116,15
Inv1729,P4159,S576,1
Inv1730,P2114,S301,56
Inv1731,P2141,S187,69
Inv1732,P6413,S771,99
Inv1733,P7014,S433,9
Inv1734,P7657,S617,65
Inv1735,P7871,S987,20
Inv1736,P6399,S200,94
Inv1737,P2115,S969,23
Inv1738,P1276,S68,7
Inv1739,P4821,S466,93
Inv1740,P6934,S249,99
Inv1741,P5931,S465,59
Inv1742,P9626,S779,69
Inv1743,P5926,S472,68
Inv1744,P3189,S607,75
Inv1745,P8983,S679,69
Inv1746,P4215,S940,73
Inv1747,P9041,S431,51
Inv1748,P7224,S21,92
Inv1749,P5821,S786,74
Inv1750,P1997,S383,81
Inv1751,P4338,S476,60
Inv1752,P7621,S897,97
Inv1753,P8574,S227,75
Inv1754,P2057,S664,40
Inv1755,P3254,S234,81
Inv1756,P9212,S102,33
Inv1757,P1187,S246,75
Inv1758,P3536,S962,93
Inv1759,P7699,S601,41
Inv1760,P2114,S553,32
Inv1761,P5068,S750,67
Inv1762,P7829,S37,71
Inv1763,P3834,S503,4
Inv1764,P6564,S8,93
Inv1765,P8939,S69,7
Inv1766,P3776,S696,6
Inv1767,P9547,S739,48
Inv1768,P5442,S878,57
Inv1769,P7372,S450,81
Inv1770,P4413,S537,70
Inv1771,P2187,S943,96
Inv1772,P1809,S17,82
Inv1773,P4308,S778,18
Inv1774,P8868,S339,81
Inv1775,P4959,S309,84
Inv1776,P7371,S680,3
Inv1777,P7044,S993,90
Inv1778,P4600,S380,12
Inv1779,P6005,S598,12
Inv1780,P3124,S273,89
Inv1781,P4401,S966,55
Inv1782,P7444,S708,47
Inv1783,P9909,S101,9
Inv1784,P3022,S586,89
Inv1785,P3012,S490,64
Inv1786,P9531,S931,47
Inv1787,P3229,S13,81
Inv1788,P7271,S964,58
Inv1789,P4651,S226,14
Inv1790,P1041,S88,41
Inv1791,P1484,S612,27
Inv1792,P4448,S908,52
Inv1793,P1248,S46,23
Inv1794,P3408,S15,18
Inv1795,P8764,S766,86
Inv1796,P4794,S732,26
Inv1797,P5202,S96,64
Inv1798,P8339,S633,84
Inv1799,P3184,S994,68
Inv1800,P5236,S517,16
Inv1801,P2722,S240,64
Inv1802,P3278,S935,57
Inv1803,P8751,S938,64
Inv1804,P9126,S75,90
Inv1805,P9678,S831,3
Inv1806,P5382,S639,92
Inv1807,P6912,S881,6
Inv1808,P8069,S427,8
Inv1809,P2144,S660,91
Inv1810,P3868,S60,14
Inv1811,P4550,S2,1
Inv1812,P4236,S51,54
Inv1813,P1140,S563,35
Inv1814,P6728,S410,80
Inv1815,P9795,S880,65
Inv1816,P7966,S985,85
Inv1817,P9110,S454,4
Inv1818,P5966,S329,46
Inv1819,P8208,S312,87
Inv1820,P7760,S68,61
Inv1821,P4472,S980,43
Inv1822,P4712,S534,11
Inv1823,P3717,S494,95
Inv1824,P1418,S435,36
Inv1825,P1898,S907,45
Inv1826,P5030,S184,32
Inv1827,P9844,S548,86
Inv1828,P8842,S70,18
Inv1829,P7726,S742,16
Inv1830,P4113,S476,26
Inv1831,P8195,S116,28
Inv1832,P8706,S587,51
Inv1833,P1095,S822,47
Inv1834,P9855,S929,69
Inv1835,P2565,S968,47
Inv1836,P9072,S357,53
Inv1837,P7426,S337,51
Inv1838,P8478,S19,84
Inv1839,P1634,S744,53
Inv1840,P2692,S652,59
Inv1841,P3119,S777,19
Inv1842,P4870,S699,6
Inv1843,P7207,S537,78
Inv1844,P4610,S895,89
Inv1845,P8264,S20,99
Inv1846,P5208,S919,87
Inv1847,P1835,S877,81
Inv1848,P4638,S400,100
Inv1849,P6396,S305,75
Inv1850,P1705,S138,24
Inv1851,P6150,S658,96
Inv1852,P9172,S914,55
Inv1853,P3712,S842,94
Inv1854,P6791,S14,78
Inv1855,P3209,S320,71
Inv1856,P9387,S598,39
Inv1857,P6908,S559,60
Inv1858,P9947,S441,26
Inv1859,P2881,S985,12
Inv1860,P3900,S375,55
Inv1861,P6522,S357,30
Inv1862,P2599,S595,22
Inv1863,P4253,S330,83
Inv1864,P2065,S686,64
Inv1865,P8856,S749,52
Inv1866,P8116,S616,70
Inv1867,P4694,S203,97
Inv1868,P5940,S391,24
Inv1869,P7417,S240,34
Inv1870,P5747,S421,39
Inv1871,P6516,S573,82
Inv1872,P5686,S821,0
Inv1873,P4543,S706,6
Inv1874,P5512,S390,29
Inv1875,P6498,S779,16
Inv1876,P9487,S166,71
Inv1877,P8975,S141,97
Inv1878,P3617,S567,64
Inv1879,P5508,S30,30
Inv1880,P7078,S720,93
Inv1881,P4266,S83,61
Inv1882,P5489,S972,64
Inv1883,P2425,S370,87
Inv1884,P4287,S39,32
Inv1885,P8422,S781,96
Inv1886,P1707,S299,82
Inv1887,P5116,S813,53
Inv1888,P1746,S169,25
Inv1889,P9899,S764,64
Inv1890,P6961,S519,41
Inv1891,P3697,S834,41
Inv1892,P9270,S616,99
Inv1893,P8293,S714,3
Inv1894,P2996,S399,68
Inv1895,P7921,S731,66
Inv1896,P7361,S980,65
Inv1897,P9409,S695,60
Inv1898,P8598,S158,59
Inv1899,P7927,S163,5
Inv1900,P9684,S572,65
Inv1901,P7529,S417,74
Inv1902,P8690,S441,63
Inv1903,P6085,S460,14
Inv1904,P4873,S251,79
Inv1905,P1204,S360,64
Inv1906,P4532,S703,52
Inv1907,P8622,S982,43
Inv1908,P9445,S568,72
Inv1909,P9974,S618,98
Inv1910,P2348,S386,27
Inv1911,P3210,S846,7
Inv1912,P8795,S100,9
Inv1913,P1999,S235,35
Inv1914,P8337,S288,55
Inv1915,P6995,S393,55
Inv1916,P7764,S788,64
Inv1917,P3568,S547,97
Inv1918,P8359,S572,66
Inv1919,P4964,S231,47
Inv1920,P1054,S815,60
Inv1921,P6821,S821,26
Inv1922,P2593,S210,82
Inv1923,P9705,S134,1
Inv1924,P3586,S46,70
Inv1925,P4029,S154,83
Inv1926,P8152,S62,50
Inv1927,P7930,S881,50
Inv1928,P7292,S528,74
